timestamp,trade_id,market,symbol,timeframe,side,action,result,exit_reason,bars_held,entry_price,trigger_price,pnl,pnl_pct,fee,balance,ghost
2025-09-13T20:15:00+00:00,BTCUSDT@5m-LONG-2025-09-13T20:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,335,115878.45310999999,114951.42548511998,0.0,-0.008,0.0,,True
2025-09-13T20:20:00+00:00,BTCUSDT@5m-LONG-2025-09-13T20:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,334,115873.15151999998,114946.16630783999,0.0,-0.008,0.0,,True
2025-09-13T20:30:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T20:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,494,115837.83822,114447.78416136,0.0,0.012,0.0,,True
2025-09-13T20:40:00+00:00,BTCUSDT@5m-LONG-2025-09-13T20:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,330,115834.33988,114907.66516096,0.0,-0.008,0.0,,True
2025-09-13T20:50:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T20:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,399,115809.24680000001,116735.7207744,0.0,-0.008,0.0,,True
2025-09-13T21:05:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T21:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,487,115894.12133,114503.39187404,0.0,0.012,0.0,,True
2025-09-13T21:20:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T21:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,484,115873.02766,114482.55132808001,0.0,0.012,0.0,,True
2025-09-13T21:25:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T21:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,483,115873.62748,114483.14395023999,0.0,0.012,0.0,,True
2025-09-13T21:30:00+00:00,BTCUSDT@5m-LONG-2025-09-13T21:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,320,115936.07039,115008.58182687999,0.0,-0.008,0.0,,True
2025-09-13T21:35:00+00:00,BTCUSDT@5m-LONG-2025-09-13T21:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,319,115922.7664,114995.38426879999,0.0,-0.008,0.0,,True
2025-09-13T21:40:00+00:00,BTCUSDT@5m-LONG-2025-09-13T21:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,318,115834.73999999999,114908.06207999999,0.0,-0.008,0.0,,True
2025-09-13T21:45:00+00:00,BTCUSDT@5m-LONG-2025-09-13T21:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,317,115834.73999999999,114908.06207999999,0.0,-0.008,0.0,,True
2025-09-13T21:50:00+00:00,BTCUSDT@5m-LONG-2025-09-13T21:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,316,115825.93736,114899.32986112,0.0,-0.008,0.0,,True
2025-09-13T22:00:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T22:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,476,115843.53651,114453.41407188,0.0,0.012,0.0,,True
2025-09-13T22:05:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T22:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,475,115849.03486,114458.84644168,0.0,0.012,0.0,,True
2025-09-13T22:15:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-13T22:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,311,115837.54084,114910.84051328,0.0,-0.008,0.0,,True
2025-09-13T22:20:00+00:00,BTCUSDT@5m-LONG-2025-09-13T22:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,310,115839.74149999999,114913.02356799999,0.0,-0.008,0.0,,True
2025-09-13T22:30:00+00:00,BTCUSDT@5m-LONG-2025-09-13T22:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,308,115823.03649,114896.45219807999,0.0,-0.008,0.0,,True
2025-09-13T22:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T22:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,378,115792.45184,116718.79145471999,0.0,-0.008,0.0,,True
2025-09-13T22:40:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T22:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,377,115800.94929,116727.35688432,0.0,-0.008,0.0,,True
2025-09-13T22:55:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-13T22:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,303,115862.94846,114936.04487232,0.0,-0.008,0.0,,True
2025-09-13T23:00:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T23:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,373,115822.14293,116748.72007344,0.0,-0.008,0.0,,True
2025-09-13T23:10:00+00:00,BTCUSDT@5m-LONG-2025-09-13T23:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,300,115879.15332,114952.12009344,0.0,-0.008,0.0,,True
2025-09-13T23:15:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T23:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,461,115886.12372999999,114495.49024523998,0.0,0.012,0.0,,True
2025-09-13T23:20:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T23:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,460,115895.221,114504.478348,0.0,0.012,0.0,,True
2025-09-13T23:25:00+00:00,BTCUSDT@5m-LONG-2025-09-13T23:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,297,115879.75349999999,114952.715472,0.0,-0.008,0.0,,True
2025-09-13T23:30:00+00:00,BTCUSDT@5m-LONG-2025-09-13T23:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,296,115854.44591,114927.61034272,0.0,-0.008,0.0,,True
2025-09-13T23:50:00+00:00,BTCUSDT@5m-SHORT-2025-09-13T23:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,363,115832.63978,116759.30089823999,0.0,-0.008,0.0,,True
2025-09-14T00:00:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T00:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,452,115886.62358,114495.98409704,0.0,0.012,0.0,,True
2025-09-14T00:05:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T00:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,451,115918.51401000001,114527.49184188001,0.0,0.012,0.0,,True
2025-09-14T00:45:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T00:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,281,115866.44950999999,114939.51791391999,0.0,-0.008,0.0,,True
2025-09-14T00:55:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T00:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,441,115849.63468,114459.43906384001,0.0,0.012,0.0,,True
2025-09-14T01:05:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T01:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,288,115798.52914,114872.14090688,0.0,-0.008,0.0,,True
2025-09-14T01:10:00+00:00,BTCUSDT@5m-LONG-2025-09-14T01:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,287,115736.71059999999,114810.81691519999,0.0,-0.008,0.0,,True
2025-09-14T01:30:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T01:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,343,115751.56411,116677.57662288,0.0,-0.008,0.0,,True
2025-09-14T01:40:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T01:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,270,115934.66996999999,115007.19261023999,0.0,-0.008,0.0,,True
2025-09-14T01:45:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T01:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,431,115865.23000000001,114474.84724,0.0,0.012,0.0,,True
2025-09-14T01:50:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T01:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,430,115879.62568,114489.07017184,0.0,0.012,0.0,,True
2025-09-14T02:05:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T02:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,427,115941.60708,114550.30779504,0.0,0.012,0.0,,True
2025-09-14T02:10:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T02:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,370,116034.27927000001,114641.86791876,0.0,0.012,0.0,,True
2025-09-14T02:20:00+00:00,BTCUSDT@5m-LONG-2025-09-14T02:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,257,116021.29595,115093.1255824,0.0,-0.008,0.0,,True
2025-09-14T02:25:00+00:00,BTCUSDT@5m-LONG-2025-09-14T02:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,256,115987.28575,115059.387464,0.0,-0.008,0.0,,True
2025-09-14T02:30:00+00:00,BTCUSDT@5m-LONG-2025-09-14T02:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,260,115909.06229,114981.78979168,0.0,-0.008,0.0,,True
2025-09-14T02:35:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T02:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,259,115830.43870999999,114903.79520031999,0.0,-0.008,0.0,,True
2025-09-14T02:40:00+00:00,BTCUSDT@5m-LONG-2025-09-14T02:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,269,115800.7298,114874.3239616,0.0,-0.008,0.0,,True
2025-09-14T02:50:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T02:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,327,115765.26000000001,116691.38208000001,0.0,-0.008,0.0,,True
2025-09-14T02:55:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T02:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,326,115775.05706,116701.25751648001,0.0,-0.008,0.0,,True
2025-09-14T03:00:00+00:00,BTCUSDT@5m-LONG-2025-09-14T03:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,266,115734.60996999999,114808.73309023998,0.0,-0.008,0.0,,True
2025-09-14T03:05:00+00:00,BTCUSDT@5m-LONG-2025-09-14T03:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,265,115711.00289,114785.31486688,0.0,-0.008,0.0,,True
2025-09-14T03:10:00+00:00,BTCUSDT@5m-LONG-2025-09-14T03:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,357,115694.49794,114768.94195648,0.0,-0.008,0.0,,True
2025-09-14T03:20:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T03:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,321,115675.287,116600.689296,0.0,-0.008,0.0,,True
2025-09-14T03:30:00+00:00,BTCUSDT@5m-LONG-2025-09-14T03:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,260,115712.30328000001,114786.60485376,0.0,-0.008,0.0,,True
2025-09-14T03:50:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T03:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,315,115633.89942000002,116558.97061536001,0.0,-0.008,0.0,,True
2025-09-14T03:55:00+00:00,BTCUSDT@5m-LONG-2025-09-14T03:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,348,115660.6878,114735.4022976,0.0,-0.008,0.0,,True
2025-09-14T04:00:00+00:00,BTCUSDT@5m-LONG-2025-09-14T04:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,347,115640.18165,114715.0601968,0.0,-0.008,0.0,,True
2025-09-14T04:05:00+00:00,BTCUSDT@5m-LONG-2025-09-14T04:05:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,346,115614.77403,114689.85583776,0.0,-0.008,0.0,,True
2025-09-14T04:15:00+00:00,BTCUSDT@5m-LONG-2025-09-14T04:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,393,115497.73893,114573.75701856,0.0,-0.008,0.0,,True
2025-09-14T04:25:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T04:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,308,115642.49684,116567.63681472001,0.0,-0.008,0.0,,True
2025-09-14T04:30:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T04:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,248,115723.50663999999,114797.71858687999,0.0,-0.008,0.0,,True
2025-09-14T04:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T04:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,306,115667.68927999999,116593.03079424,0.0,-0.008,0.0,,True
2025-09-14T04:40:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T04:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,305,115689.18283,116614.69629264,0.0,-0.008,0.0,,True
2025-09-14T04:55:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T04:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,302,115658.49204,116583.75997632,0.0,-0.008,0.0,,True
2025-09-14T05:00:00+00:00,BTCUSDT@5m-LONG-2025-09-14T05:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,242,115723.60667,114797.81781663999,0.0,-0.008,0.0,,True
2025-09-14T05:10:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,299,115695.58091,116621.14555728,0.0,-0.008,0.0,,True
2025-09-14T05:15:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,298,115695.18102999999,116620.74247823999,0.0,-0.008,0.0,,True
2025-09-14T05:25:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T05:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,236,115775.02209,114848.82191328,0.0,-0.008,0.0,,True
2025-09-14T05:30:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,295,115745.266,116671.228128,0.0,-0.008,0.0,,True
2025-09-14T05:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,294,115832.03996000001,116758.69627968,0.0,-0.008,0.0,,True
2025-09-14T05:45:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,292,115787.15342999999,116713.45065743999,0.0,-0.008,0.0,,True
2025-09-14T05:50:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,291,115772.05796,116698.23442368001,0.0,-0.008,0.0,,True
2025-09-14T05:55:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T05:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,290,115775.35697000001,116701.55982576,0.0,-0.008,0.0,,True
2025-09-14T06:00:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T06:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,289,115795.15103,116721.51223824,0.0,-0.008,0.0,,True
2025-09-14T06:20:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T06:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,225,115763.81873,114837.70818016,0.0,-0.008,0.0,,True
2025-09-14T06:25:00+00:00,BTCUSDT@5m-LONG-2025-09-14T06:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,224,115744.11282,114818.15991743999,0.0,-0.008,0.0,,True
2025-09-14T06:30:00+00:00,BTCUSDT@5m-LONG-2025-09-14T06:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,224,115718.60517,114792.85632863999,0.0,-0.008,0.0,,True
2025-09-14T06:45:00+00:00,BTCUSDT@5m-LONG-2025-09-14T06:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,314,115694.69799999999,114769.140416,0.0,-0.008,0.0,,True
2025-09-14T06:55:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T06:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,278,115649.39477000001,116574.58992816001,0.0,-0.008,0.0,,True
2025-09-14T07:00:00+00:00,BTCUSDT@5m-LONG-2025-09-14T07:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,218,115714.00379,114788.29175968,0.0,-0.008,0.0,,True
2025-09-14T07:10:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T07:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,275,115654.49324,116579.72918591999,0.0,-0.008,0.0,,True
2025-09-14T07:25:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T07:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,212,115763.31858,114837.21203136,0.0,-0.008,0.0,,True
2025-09-14T07:30:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T07:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,271,115711.17623,116636.86563984,0.0,-0.008,0.0,,True
2025-09-14T07:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T07:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,270,115733.96939,116659.84114512,0.0,-0.008,0.0,,True
2025-09-14T07:40:00+00:00,BTCUSDT@5m-LONG-2025-09-14T07:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,209,115790.52674,114864.20252608,0.0,-0.008,0.0,,True
2025-09-14T07:45:00+00:00,BTCUSDT@5m-LONG-2025-09-14T07:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,208,115767.01969,114840.88353248,0.0,-0.008,0.0,,True
2025-09-14T07:50:00+00:00,BTCUSDT@5m-LONG-2025-09-14T07:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,207,115752.81543,114826.79290656,0.0,-0.008,0.0,,True
2025-09-14T08:10:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,263,115706.17773,116631.82715184,0.0,-0.008,0.0,,True
2025-09-14T08:15:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,262,115715.17503,116640.89643024,0.0,-0.008,0.0,,True
2025-09-14T08:20:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,261,115787.15342999999,116713.45065743999,0.0,-0.008,0.0,,True
2025-09-14T08:25:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,LOSS,SL,260,115791.2522,116717.58221760001,0.0,-0.008,0.0,,True
2025-09-14T08:30:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,350,115850.13453,114459.93291563999,0.0,0.012,0.0,,True
2025-09-14T08:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,349,115848.63498,114458.45136024,0.0,0.012,0.0,,True
2025-09-14T08:40:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,348,115890.52241,114499.83614108,0.0,0.012,0.0,,True
2025-09-14T08:45:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,347,115879.42574,114488.87263112,0.0,0.012,0.0,,True
2025-09-14T08:50:00+00:00,BTCUSDT@5m-LONG-2025-09-14T08:50:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,184,115904.06079,114976.82830368,0.0,-0.008,0.0,,True
2025-09-14T08:55:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T08:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,345,115852.63378,114462.40217464,0.0,0.012,0.0,,True
2025-09-14T09:10:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,342,115873.62748,114483.14395023999,0.0,0.012,0.0,,True
2025-09-14T09:15:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,341,115876.02676000001,114485.51443888001,0.0,0.012,0.0,,True
2025-09-14T09:20:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,340,115923.51251,114532.43035988,0.0,0.012,0.0,,True
2025-09-14T09:25:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,339,115926.71155,114535.5910114,0.0,0.012,0.0,,True
2025-09-14T09:30:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:30:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,282,116022.78272,114630.50932736,0.0,0.012,0.0,,True
2025-09-14T09:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,280,116077.76622,114684.83302536,0.0,0.012,0.0,,True
2025-09-14T09:40:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,280,116020.88329,114628.63269052,0.0,0.012,0.0,,True
2025-09-14T09:45:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T09:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,278,116049.57468,114656.97978384,0.0,0.012,0.0,,True
2025-09-14T09:55:00+00:00,BTCUSDT@5m-LONG-2025-09-14T09:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,57,116030.99885999999,115102.75086911999,0.0,-0.008,0.0,,True
2025-09-14T10:00:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T10:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,275,116056.47261000001,114663.79493868002,0.0,0.012,0.0,,True
2025-09-14T10:10:00+00:00,BTCUSDT@5m-CONFLICT-2025-09-14T10:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,54,116031.09889,115102.85009888,0.0,-0.008,0.0,,True
2025-09-14T10:25:00+00:00,BTCUSDT@5m-LONG-2025-09-14T10:25:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,165,115941.27195,115013.7417744,0.0,-0.008,0.0,,True
2025-09-14T10:35:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T10:35:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,325,115898.91989,114508.13285132,0.0,0.012,0.0,,True
2025-09-14T10:40:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T10:40:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,324,115899.71965,114508.9230142,0.0,0.012,0.0,,True
2025-09-14T10:45:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T10:45:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,315,115959.10183,114567.59260804,0.0,0.012,0.0,,True
2025-09-14T10:55:00+00:00,BTCUSDT@5m-LONG-2025-09-14T10:55:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,154,116014.29385,115086.1794992,0.0,-0.008,0.0,,True
2025-09-14T11:00:00+00:00,BTCUSDT@5m-SHORT-2025-09-14T11:00:00+00:00,BTCUSDT@5m,BTCUSDT,5m,SHORT,GHOST,WIN,TP,264,115994.1913,114602.2610044,0.0,0.012,0.0,,True
2025-09-14T11:10:00+00:00,BTCUSDT@5m-LONG-2025-09-14T11:10:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,42,116035.30015,115107.01774879999,0.0,-0.008,0.0,,True
2025-09-14T11:15:00+00:00,BTCUSDT@5m-LONG-2025-09-14T11:15:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,155,115935.07009,115007.58952928,0.0,-0.008,0.0,,True
2025-09-14T11:20:00+00:00,BTCUSDT@5m-LONG-2025-09-14T11:20:00+00:00,BTCUSDT@5m,BTCUSDT,5m,LONG,GHOST,LOSS,SL,154,115923.7667,114996.3765664,0.0,-0.008,0.0,,True
